"","M","Ustar","sd_med","sd_sigma_T"
"334",5.3,0.3,0.24946378648757,0.0724863736968512
"335",5.3,0.31,0.24942998898212,0.0726352503352261
"336",5.3,0.32,0.24939686211332,0.0727678138808756
"337",5.3,0.33,0.249363621909181,0.07288388833602
"338",5.3,0.34,0.249329641921452,0.072983338117605
"339",5.3,0.35,0.249294441456228,0.0730660077373301
"340",5.3,0.36,0.249257675185974,0.0731317528843424
"341",5.3,0.37,0.249219123950382,0.0731803961890666
"342",5.3,0.38,0.249178686585198,0.0732117565932872
"343",5.3,0.39,0.249136372643733,0.0732256467206639
"344",5.3,0.4,0.249092295896552,0.0732218754247931
"345",5.3,0.41,0.24904666851187,0.0732002334845525
"346",5.3,0.42,0.248999795833186,0.073160512548474
"347",5.3,0.43,0.248952071682328,0.073102505298059
"348",5.3,0.44,0.24890397412577,0.0730259634914081
"349",5.3,0.45,0.24885606165025,0.0729306798606673
"350",5.3,0.46,0.248808969700616,0.0728164324205295
"351",5.3,0.47,0.248763407538731,0.0726830354554284
"352",5.3,0.48,0.248720155387329,0.0725304353338038
"353",5.3,0.49,0.248680061827137,0.0723583437614558
"354",5.3,0.5,0.248644041419445,0.0721666638307415
"355",5.3,0.51,0.24861307252978,0.0719554881986678
"356",5.3,0.52,0.248588195331468,0.071724305949813
"357",5.3,0.53,0.248570509970761,0.0714734562545431
"358",5.3,0.54,0.248561174877927,0.0712026276242507
"359",5.3,0.55,0.248561405211326,0.0709120396186409
"360",5.3,0.56,0.248572471424086,0.0706016888337761
"361",5.3,0.57,0.248595697945592,0.0702711379538999
"362",5.3,0.58,0.248632461972732,0.0699231609783441
"363",5.3,0.59,0.248684192368691,0.0695566300518858
"364",5.3,0.6,0.248752368670197,0.069170504934167
"365",5.3,0.61,0.248838520207538,0.0687680567177718
"366",5.3,0.62,0.248944225345506,0.0683485412266513
"367",5.3,0.63,0.249071110857766,0.0679133354025431
"368",5.3,0.64,0.249220851452175,0.06746224577007
"369",5.3,0.65,0.249395169470391,0.0669950501769904
"370",5.3,0.66,0.249595834791963,0.0665137643066172
"371",5.3,0.67,0.249824664981226,0.0660194665535411
"372",5.3,0.68,0.250083525725013,0.0655149408940912
"373",5.3,0.69,0.250374331620948,0.0650016949796847
"374",5.3,0.7,0.250699047390274,0.0644809417701994
"375",5.3,0.71,0.251059689606704,0.0639538487920201
"376",5.3,0.72,0.251458329054342,0.0634205832960301
"377",5.3,0.73,0.251897093854748,0.0628860417276579
"378",5.3,0.74,0.25237817353718,0.0623505660890346
"379",5.3,0.75,0.25290382426934,0.061820081559171
"380",5.3,0.76,0.253476375521512,0.0612907892975348
"381",5.3,0.77,0.254098238509256,0.0607698580628315
"382",5.3,0.78,0.25477191685469,0.0602581632112312
"383",5.3,0.79,0.25550002003267,0.0597555111494381
"384",5.3,0.8,0.256285280338124,0.0592686561003052
"385",5.3,0.81,0.257130574342959,0.0588012552744383
"386",5.3,0.82,0.258038950132518,0.0583544119758893
"387",5.3,0.83,0.259013662064344,0.0579311086514012
"388",5.3,0.84,0.260058215440509,0.0575318748606655
"389",5.3,0.85,0.261176424431647,0.057159898152264
"390",5.3,0.86,0.262372488002921,0.0568268178332868
"391",5.3,0.87,0.263651090748313,0.0565368825155894
"392",5.3,0.88,0.265017538920912,0.0562884106604736
"393",5.3,0.89,0.266477947412312,0.0560815636151052
"394",5.3,0.9,0.268039502581212,0.0559141604255267
"395",5.3,0.91,0.269710841771286,0.0557966790415181
"396",5.3,0.92,0.271502619491403,0.0557309978311073
"397",5.3,0.93,0.273428386603198,0.0557204664698528
