"","M","Ustar","sd_med","sd_sigma_T"
"300",5.2,0.97,0.850698861628533,0.496313365330796
"301",5.2,0.98,0.850875080685186,0.494273555228952
"302",5.2,0.99,0.851167147297485,0.492184796848189
"303",5.2,1,0.851873874426717,0.490047839454642
"304",5.3,0,0.800578730564553,0.470052008119264
"305",5.3,0.01,0.799337281761995,0.471751372790821
"306",5.3,0.02,0.799022033762371,0.473401571643954
"307",5.3,0.03,0.798870039610349,0.475002469262228
"308",5.3,0.04,0.798790598118709,0.47655402066404
"309",5.3,0.05,0.798749970329658,0.478056268228344
"310",5.3,0.06,0.798732086449219,0.47950933833382
"311",5.3,0.07,0.79872827166821,0.480913437729455
"312",5.3,0.08,0.798733478308451,0.482268849656383
"313",5.3,0.09,0.798744622562839,0.483575929742528
"314",5.3,0.1,0.798759757015155,0.484835101692958
"315",5.3,0.11,0.798777623034652,0.486046852800094
"316",5.3,0.12,0.798797393316004,0.487211729298764
"317",5.3,0.13,0.79881851675714,0.488330331591709
"318",5.3,0.14,0.79884062161499,0.489403309371529
"319",5.3,0.15,0.798863453375825,0.490431356665072
"320",5.3,0.16,0.798886834071901,0.491415206826095
"321",5.3,0.17,0.798910635248828,0.492355627501568
"322",5.3,0.18,0.798934759837734,0.493253415596294
"323",5.3,0.19,0.798959129954572,0.494109392259608
"324",5.3,0.2,0.798983678709826,0.494924397916824
"325",5.3,0.21,0.799008344767158,0.495699287366818
"326",5.3,0.22,0.799033068804983,0.496434924965732
"327",5.3,0.23,0.799057791304067,0.497132179915252
"328",5.3,0.24,0.799082451262266,0.497791921672321
"329",5.3,0.25,0.799106985557189,0.49841501549548
"330",5.3,0.26,0.799131328759341,0.499002318141339
"331",5.3,0.27,0.799155413254958,0.499554673723017
"332",5.3,0.28,0.799179169577426,0.500072909740708
"333",5.3,0.29,0.799202526874337,0.500557833292952
"334",5.3,0.3,0.799225413457355,0.501010227475628
"335",5.3,0.31,0.799247757396578,0.501430847974263
"336",5.3,0.32,0.799269487131658,0.501820419853895
"337",5.3,0.33,0.799290532079632,0.502179634549514
"338",5.3,0.34,0.799310823225099,0.502509147059
"339",5.3,0.35,0.79933029368254,0.502809573339523
"340",5.3,0.36,0.799348879223694,0.503081487907534
"341",5.3,0.37,0.799366518765169,0.503325421641807
"342",5.3,0.38,0.799383154813173,0.503541859788407
"343",5.3,0.39,0.799398733863509,0.503731240166099
"344",5.3,0.4,0.7994132067559,0.503893951570358
"345",5.3,0.41,0.79942652898239,0.504030332374051
"346",5.3,0.42,0.799438660950065,0.504140669322732
"347",5.3,0.43,0.799449568198705,0.504225196522602
"348",5.3,0.44,0.799459221574232,0.504284094619291
"349",5.3,0.45,0.799467597358994,0.504317490165842
"350",5.3,0.46,0.799474677360073,0.504325455178563
"351",5.3,0.47,0.799480448956885,0.504308006879738
"352",5.3,0.48,0.799484905109409,0.504265107626563
"353",5.3,0.49,0.799488044328431,0.504196665026038
"354",5.3,0.5,0.799489870609245,0.50410253223598
"355",5.3,0.51,0.799490393330278,0.50398250845265
"356",5.3,0.52,0.799489627118177,0.503836339585899
"357",5.3,0.53,0.799487591680965,0.503663719123027
"358",5.3,0.54,0.799484311610931,0.503464289182817
"359",5.3,0.55,0.799479816159071,0.503237641761426
"360",5.3,0.56,0.799474138982998,0.50298332017191
"361",5.3,0.57,0.79946731787047,0.502700820679205
"362",5.3,0.58,0.799459394440884,0.502389594332292
"363",5.3,0.59,0.799450413827398,0.502049048995113
"364",5.3,0.6,0.799440424342719,0.501678551577453
"365",5.3,0.61,0.79942947713205,0.501277430466601
"366",5.3,0.62,0.799417625817265,0.500844978160001
"367",5.3,0.63,0.799404926137112,0.500380454098411
"368",5.3,0.64,0.799391435589103,0.499883087698227
"369",5.3,0.65,0.799377213079862,0.499352081580661
"370",5.3,0.66,0.799362318592051,0.498786614994339
"371",5.3,0.67,0.799346812877692,0.498185847426654
"372",5.3,0.68,0.799330757189775,0.49754892239786
"373",5.3,0.69,0.7993142130667,0.496874971430453
"374",5.3,0.7,0.799297242187359,0.496163118184841
"375",5.3,0.71,0.799279906318834,0.495412482750736
"376",5.3,0.72,0.799262267383924,0.494622186082027
"377",5.3,0.73,0.799244387682418,0.493791354561273
"378",5.3,0.74,0.799226330308606,0.492919124678271
"379",5.3,0.75,0.799208159818609,0.492004647805564
"380",5.3,0.76,0.799189943215509,0.491047095052172
"381",5.3,0.77,0.799171751339205,0.49004566217537
"382",5.3,0.78,0.799153660772933,0.488999574528989
"383",5.3,0.79,0.799135756411895,0.487908092025508
"384",5.3,0.8,0.799118134884713,0.486770514088175
"385",5.3,0.81,0.799100909080342,0.485586184568559
"386",5.3,0.82,0.799084214118952,0.484354496604332
"387",5.3,0.83,0.799068215225976,0.483074897391685
"388",5.3,0.84,0.799053118141097,0.481746892846696
"389",5.3,0.85,0.799039182944894,0.480370052130082
"390",5.3,0.86,0.799026742558346,0.47894401201022
"391",5.3,0.87,0.799016227735684,0.477468481039985
"392",5.3,0.88,0.799008201251012,0.475943243523974
"393",5.3,0.89,0.799003405389292,0.474368163253867
"394",5.3,0.9,0.799002829188702,0.47274318699121
"395",5.3,0.91,0.79900780590635,0.471068347678612
"396",5.3,0.92,0.799020158438935,0.469343767362308
"397",5.3,0.93,0.799042424265699,0.467569659811154
"398",5.3,0.94,0.799078219689488,0.465746332819434
"399",5.3,0.95,0.799132865746098,0.463874190183281
"400",5.3,0.96,0.799214553213227,0.461953733343039
"401",5.3,0.97,0.799336770631975,0.459985562686477
"402",5.3,0.98,0.799524325277662,0.457970378510366
"403",5.3,0.99,0.799833769747517,0.455908981640562
"404",5.3,1,0.800578730564553,0.453802273713256
"405",5.4,0,0.749428496916653,0.434196538659324
"406",5.4,0.01,0.748121928475777,0.435879522006655
"407",5.4,0.02,0.747789318981049,0.43751540966845
"408",5.4,0.03,0.74762826017007,0.439103921508447
"409",5.4,0.04,0.747543289271559,0.44064487232021
"410",5.4,0.05,0.747498925690705,0.442138168980368
"411",5.4,0.06,0.747478292112326,0.443583807286902
"412",5.4,0.07,0.747472293769032,0.444981868499321
"413",5.4,0.08,0.747475650545489,0.44633251559981
"414",5.4,0.09,0.74748514583891,0.447635989296458
"415",5.4,0.1,0.747498755680392,0.448892603791451
"416",5.4,0.11,0.747515177887546,0.450102742338614
"417",5.4,0.12,0.747533561406409,0.451266852615913
"418",5.4,0.13,0.747553343364768,0.452385441939467
"419",5.4,0.14,0.747574147440625,0.453459072346231
"420",5.4,0.15,0.747595718738,0.454488355572838
"421",5.4,0.16,0.747617881204509,0.455473947958113
"422",5.4,0.17,0.747640509387895,0.456416545296521
"423",5.4,0.18,0.747663509539358,0.457316877669235
"424",5.4,0.19,0.747686806932818,0.458175704278789
"425",5.4,0.2,0.747710337385625,0.458993808312183
"426",5.4,0.21,0.747734041655664,0.459771991856157
"427",5.4,0.22,0.747757861826641,0.460511070886898
"428",5.4,0.23,0.747781739076349,0.46121187035496
"429",5.4,0.24,0.747805612409733,0.461875219384465
"430",5.4,0.25,0.747829418064276,0.462501946603997
"431",5.4,0.26,0.747853089381133,0.463092875624746
"432",5.4,0.27,0.747876556994835,0.463648820679745
"433",5.4,0.28,0.747899749236034,0.464170582436199
"434",5.4,0.29,0.747922592671257,0.464658943991193
"435",5.4,0.3,0.747945012724716,0.4651146670594
"436",5.4,0.31,0.747966934342408,0.465538488359787
"437",5.4,0.32,0.747988282669777,0.465931116206852
"438",5.4,0.33,0.74800898372227,0.466293227310554
"439",5.4,0.34,0.748028965034018,0.466625463787845
"440",5.4,0.35,0.748048156274225,0.466928430387642
"441",5.4,0.36,0.748066489824088,0.467202691930096
"442",5.4,0.37,0.748083901309395,0.467448770960234
"443",5.4,0.38,0.748100330085769,0.467667145615381
"444",5.4,0.39,0.74811571967476,0.467858247705278
"445",5.4,0.4,0.748130018149991,0.468022461003402
"446",5.4,0.41,0.748143178473225,0.468160119747814
"447",5.4,0.42,0.748155158780749,0.468271507349686
"448",5.4,0.43,0.748165922620824,0.468356855307708
"449",5.4,0.44,0.748175439143224,0.46841634232662
"450",5.4,0.45,0.748183683242039,0.468450093638354
"451",5.4,0.46,0.748190635653085,0.468458180524468
"452",5.4,0.47,0.748196283007315,0.468440620038896
"453",5.4,0.48,0.748200617841709,0.468397374930389
"454",5.4,0.49,0.748203638569161,0.468328353764354
"455",5.4,0.5,0.748205349408909,0.468233411244235
"456",5.4,0.51,0.748205760279132,0.468112348732881
"457",5.4,0.52,0.748204886653341,0.467964914974752
"458",5.4,0.53,0.748202749382293,0.467790807020052
"459",5.4,0.54,0.74819937448323,0.467589671352158
"460",5.4,0.55,0.748194792898355,0.467361105219861
"461",5.4,0.56,0.748189040224613,0.467104658176009
"462",5.4,0.57,0.748182156417035,0.466819833824129
"463",5.4,0.58,0.748174185468156,0.466506091774453
"464",5.4,0.59,0.748165175066313,0.466162849810513
"465",5.4,0.6,0.748155176236044,0.465789486267084
"466",5.4,0.61,0.748144242964281,0.465385342619707
"467",5.4,0.62,0.748132431816633,0.46494972628535
"468",5.4,0.63,0.748119801548837,0.464481913632934
"469",5.4,0.64,0.748106412719346,0.463981153201488
"470",5.4,0.65,0.748092327310217,0.463446669122585
"471",5.4,0.66,0.74807760836487,0.462877664742433
"472",5.4,0.67,0.748062319653093,0.462273326437672
"473",5.4,0.68,0.748046525375857,0.461632827617379
